Chicken	Duck
CNGA1	CNGA1
ENTPD6	ENTPD6
ADAMTSL3	ADAMTSL3
SESN2	SESN2
MTURN	MTURN
SUCLG1	SUCLG1
RNF130	RNF130
AR	AR
C1QB	C1QB
TMEM251	LYSET
SBK1	SBK1
CDCA4	CDCA4
TJP2	TJP2
FUNDC2	FUNDC2
UBR7	UBR7
MAL	MAL
TBC1D9B	TBC1D9B
BTBD7	BTBD7
TMEM179	TMEM179
SAXO2	SAXO2
CISD2	CISD2
MECOM	MECOM
MRNIP	MRNIP
PPM1A	PPM1A
EAF1	EAF1
C1QC	C1QC
MRPS5	MRPS5
WHSC1	NSD2
AXIN1	AXIN1
BRCC3	BRCC3
PDIA2	PDIA2
PLOD2	PLOD2
ACYP2	ACYP2
METTL6	METTL6
RCOR1	RCOR1
ARHGDIG	ARHGDIG
C1QA	C1QA
EFL1	EFL1
LETM1	LETM1
PHACTR4	PHACTR4
MGAT4B	MGAT4B
EPHA8	EPHA8
SLC30A4	SLC30A4
OGT	OGT
SLC25A38	SLC25A38
PRIMA1	PRIMA1
RCC1	RCC1
DHRS7	DHRS7
FAM234A	FAM234A
FGFR3	FGFR3
SLC8A1	SLC8A1
PCNX4	PCNX4
OPRD1	OPRD1
BDH2	BDH2
CANX	CANX
LUC7L	LUC7L
GJA4	GJA4
WNT4	WNT4
GJB3	GJB3
EIF4A3	EIF4A3
SQOR	SQOR
MAML1	MAML1
SLC25A33	SLC25A33
KDM3A	KDM3A
ERLEC1	ERLEC1
SYNE3	SYNE3
ASB3	ASB3
CFAP96	CFAP96
CLCN7	CLCN7
PLSCR5	PLSCR5
NPHP1	NPHP1
GLRX5	GLRX5
ZFAND2A	ZFAND2A
ASB2	ASB2
PDLIM3	PDLIM3
ATL2	ATL2
ZIC4	ZIC4
CPZ	CPZ
CX3CR1	CX3CR1
RTN1	RTN1
NONO	NONO
SYNGR3	SYNGR3
ZIC1	ZIC1
HP1BP3	HP1BP3
CCR4	CCR4
BUB1	BUB1
ZMYM3	ZMYM3
PIK3CD	PIK3CD
ZNF598	ZNF598
MAP2K5	MAP2K5
JKAMP	JKAMP
HNRNPLL	HNRNPLL
GLB1	GLB1
TRAF3	TRAF3
L3HYPDH	L3HYPDH
GALM	GALM
GPR135	GPR135
CLSTN1	CLSTN1
TMPPE	TMPPE
ZP2	ZP2
BLOC1S6	BLOC1S6
CTNNBIP1	CTNNBIP1
PALB2	PALB2
CRTAP	CRTAP
ANKS4B	ANKS4B
SORBS2	SORBS2
DCTN5	DCTN5
SUSD5	SUSD5
CSMD2	CSMD2
FANCL	FANCL
GJB1	GJB1
LZIC	LZIC
LGALSL	LGALSL
BTBD6	BTBD6
ERN2	ERN2
SOX8	SOX8
TLR3	TLR3
TMEM108	TMEM108
WDR20	WDR20
COL9A2	COL9A2
UQCRC2	UQCRC2
AFTPH	AFTPH
FAM149A	FAM149A
CPB1	CPB1
MOK	MOK
CYP4V2	CYP4V2
SLC35F4	SLC35F4
BFSP2	BFSP2
BCL11A	BCL11A
CDV3	CDV3
SMAP2	SMAP2
DHX57	DHX57
RIMS3	RIMS3
NFYC	NFYC
CARD11	CARD11
NAA30	NAA30
ZNF839	ZNF839
STK26	STK26
MORN2	MORN2
TOPBP1	TOPBP1
KCNQ4	KCNQ4
AP5M1	AP5M1
CINP	CINP
UBFD1	UBFD1
FRMD7	FRMD7
ARHGEF33	ARHGEF33
SPPL2A	SPPL2A
NOC2L	NOC2L
PEF1	PEF1
MELTF	MELTF
GGA2	GGA2
TECPR2	TECPR2
EXOC5	EXOC5
CARHSP1	CARHSP1
COG7	COG7
PMM2	PMM2
NRXN1	NRXN1
SOS1	SOS1
IL21R	IL21R
DACT1	DACT1
SCNN1G	SCNN1G
USP31	USP31
TRPM7	TRPM7
ANKRD9	ANKRD9
HS3ST2	HS3ST2
TMEM186	TMEM186
SAMD11	SAMD11
GTF2A1L	GTF2A1L
PTP4A2	PTP4A2
MAP4K3	MAP4K3
CALML4	CALML4
HS3ST4	HS3ST4
KHDRBS1	KHDRBS1
STON1	STON1
CLN6	CLN6
FGFR1	FGFR1
THUMPD2	THUMPD2
ABAT	ABAT
MBNL3	MBNL3
SIVA1	SIVA1
TA3	KIAA0586
DLG1	DLG1
RERE	RERE
TMEM39B	TMEM39B
GPCPD1	GPCPD1
FEM1B	FEM1B
NSMCE1	NSMCE1
EHD3	EHD3
METTL22	METTL22
AKT1	AKT1
ERLIN2	ERLIN2
TMEM114	TMEM114
RP1-27O5.3	ZBTB8B
BDH1A	BDH1
GALNT14	GALNT14
USP8	USP8
MARCKSL1	MARCKSL1
ARID4A	ARID4A
HS6ST2	HS6ST2
DDX24	DDX24
CRAMP1	CRAMP1
VDAC1	VDAC1
BRF2	BRF2
SLC2A5	SLC2A5
ITGA11	ITGA11
XCR1	XCR1
IFT140	IFT140
EPN2	EPN2
GPC3	GPC3
ZIC3	ZIC3
HDAC1	HDAC1
CHGB	CHGB
B9D1	B9D1
GPR157	GPR157
TMEM204	TMEM204
APOD	APOD
H6PD	H6PD
PSMA3	PSMA3
TELO2	TELO2
CACNA1H	CACNA1H
RNPS1	RNPS1
FGF13	FGF13
DRG2	DRG2
ADRB3	ADRB3
PPP4R4	PPP4R4
SPSB1	SPSB1
LCK	LCK
F9	F9
UNCX	UNCX
CAPN13	CAPN13
TRMT6	TRMT6
GABPB1	GABPB1
ARMH4	ARMH4
CCR9	CCR9
ZMAT4	ZMAT4
SERPINA10	SERPINA10
MCM8	MCM8
SH3BP2	SH3BP2
SFRP1	SFRP1
HSPA2	HSPA2
CRLS1	CRLS1
LZTFL1	LZTFL1
EIF3I	EIF3I
ATP6V0C	ATP6V0C
MCF2	MCF2
SSTR5	SSTR5
LBH	LCLAT1
C1QTNF8	C1QTNF8
SLC6A20	SLC6A20
SCNN1B	SCNN1B
YPEL5	YPEL5
NT5M	NT5M
PARP1	PARP1
SNRPD1	SNRPD1
ACAP2	ACAP2
MED9	MED9
HDC	HDC
TNIP2	TNIP2
TXLNA	TXLNA
AAK1	AAK1
LIN9	LIN9
NTN3	NTN3
ZBTB1	ZBTB1
MIIP	MIIP
XXYLT1	XXYLT1
ACBD3	ACBD3
RAI1	RAI1
MFN2	MFN2
SACM1L	SACM1L
FAM193A	FAM193A
ATP11C	ATP11C
MANBA	MANBA
KPNA6	KPNA6
EIF4G1	EIF4G1
PLOD1	PLOD1
ZBTB25	ZBTB25
SDE2	SDE2
DICER1	DICER1
RNF4	RNF4
NALF2	NALF2
LARS2	LARS2
EDA	EDA
FAM131A	FAM131A
TOM1L2	TOM1L2
DUSP10	DUSP10
CFAP99	CFAP99
TSSK3	TSSK3
CDCP1	CDCP1
CLMN	CLMN
DRC3	DRC3
ADAM9	ADAM9
DYNC1LI1	DYNC1LI1
CLCN2	CLCN2
CLPX	CLPX
BSDC1	BSDC1
P3H2	P3H2
LYPLAL1	LYPLAL1
MTHFD1	MTHFD1
ZFYVE28A	ZFYVE28
MB21D2	MB21D2
NOX5	NOX5
ATPAF2	ATPAF2
ESR2	ESR2
MTHFR	MTHFR
CEP68	CEP68
CCNF	CCNF
TDP1	TDP1
CNOT10	CNOT10
KCNK13	KCNK13
MXD4	MXD4
SLC7A14	SLC7A14
GATM	GATM
GFPT1	GFPT1
RBBP4	RBBP4
TRIM71	TRIM71
PSMC1	PSMC1
CLDN11	CLDN11
HAUS3	HAUS3
POLN	POLN
UBAP1L	UBAP1L
RAB1B	RAB1A
YBX1	YBX1
COPS7B	COPS7B
NRDE2	NRDE2
NAT8L	NAT8L
NPPC	NPPC
ZBTB8OS	ZBTB8OS
GFRA2	GFRA2
P2RY4	P2RY4
GPRC5B	GPRC5B
CALM1	CALM1
RBBP6	RBBP6
SYNC	SYNC
MAEA	MAEA
ITGA9	ITGA9
PPCS	PPCS
SLC51B	SLC51B
FSD2	FSD2
WHAMM	WHAMM
TNRC6A	TNRC6A
CLIP4	CLIP4
KIAA1522	NHSL3
GOLGA4	GOLGA4
CTBP1	CTBP1
C2orf71	PCARE
SLC2A1	SLC2A1
FAM179A	TOGARAM2
ANTXR1	ANTXR1
SPRED2	SPRED2
SPON2	SPON2
WDR43	WDR43
YARS	YARS1
TTC7B	TTC7B
SPDYA	SPDYA
EPCAM	EPCAM
ATP6V1B2	ATP6V1B2
SLC18A1	SLC18A1
HPCA	HPCA
RNF19B	RNF19B
C16orf62	VPS35L
PPP2R5E	PPP2R5E
ZNF362	ZNF362
MAK16	MAK16
FGFRL1	FGFRL1
AK2	AK2
MEIS1	MEIS1
RAB41	RAB41
LRRFIP2	LRRFIP2
MSH2	MSH2
CILP	CILP
GPHB5	GPHB5
LLGL1	LLGL1
ATOH8	ATOH8
VWA1	VWA1
KCNK12	KCNK12
FLII	FLII
TTI2	TTI2
AZIN2	AZIN2
MIEF2	MIEF2
RHOJ	RHOJ
TOP3A	TOP3A
NDUFS5	NDUFS5
MRPL20	MRPL20
SMCR8	SMCR8
C14orf159	DGLUCY
ETAA1	ETAA1
SHMT1	SHMT1
MSH6	MSH6
DUSP26	DUSP26
ST3GAL5	ST3GAL5
PDZD11	PDZD11
C1D	C1D
EIF2B5	EIF2B5
PARP16	PARP16
FBXO11	FBXO11
POLR1A	POLR1A
IGDCC3	IGDCC3
SYT16	SYT16
DNAAF10	DNAAF10
KIF4B	KIF4A
PTCD3	PTCD3
PNO1	PNO1
DVL2	DVL3
ASH2L	ASH2L
GPR68	GPR68
PPP3R1	PPP3R1
SNAPC1	SNAPC1
CYP26C1	CYP26C1
IGDCC4	IGDCC4
STAR	STAR
SLC5A10	SLC5A10
CNRIP1	CNRIP1
IMMT	IMMT
CCNL2	CCNL2
FAM83G	FAM83G
MXI1	MXI1
PPP1R21	PPP1R21
SMNDC1	SMNDC1
DUSP5	DUSP5
DPP8	DPP8
SFRP5	SFRP5
C16orf52	MOSMO
HIF1A	HIF1A
HACD3	HACD3
DDHD2	DDHD2
VWA9	INTS14
REEP1	REEP1
SLC24A1	SLC24A1
FLRT2	FLRT2
PPIE	PPIE
YAE1D1	YAE1
PLPP5	PLPP5
PABPC4	PABPC4
DENND4A	DENND4A
PLEK	PLEK
B3GNT2	B3GNT2
GALC	GALC
GPR65	GPR65
EXOC6	EXOC6
CYSLTR1	CYSLTR1
UBOX5	UBOX5
RALA	RALA
APLF	APLF
CHRND	CHRND
COMMD1	COMMD1
CHRNG	CHRNG
CDK13	CDK13
KCNK10	KCNK10
LZTS3	LZTS3
MPLKIP	MPLKIP
ANAPC1	ANAPC1
KAT6A	KAT6A
MNAT1	MNAT1
SLC9A3R2	NHERF2
MEGF11	MEGF11
EIF4E2	EIF4E2
NTHL1	NTHL1
BFSP1	BFSP1
AP3M2	AP3M2
SPATA7	SPATA7
PCSK2	PCSK2
TSC2	TSC2
SIX1	SIX1
PTPN21	PTPN21
DIS3L	DIS3L
PLAT	PLAT
PTGER2	PTGER2
IKBKB	IKBKB
TIPIN	TIPIN
CAPN10	CAPN10
TXNDC16	TXNDC16
LPAR4	LPAR4
RNPEPL1	RNPEPL1
MXRA8	MXRA8
GPR137C	GPR137C
SLC4A11	SLC4A11
ABCC5	ABCC5
ERI2	ERI2
RAB26	RAB26
REXO5	REXO5
ZC3H14	ZC3H14
MAP2K1	MAP2K1
TRAF7	TRAF7
CDC42BPA	CDC42BPA
DCUN1D3	DCUN1D3
DNAAF9	DNAAF9
LIPA	LIPA
DVL1	DVL1
LYRM1	LYRM1
NAPB	NAPB
SNAPC5	SNAPC5
ATRN	ATRN
XPO6	XPO6
TAS1R3	TAS1R3
CPTP	CPTP
CCDC39	CCDC39
EML5	EML5
ERO1A	ERO1A
COQ8A	COQ8A
ITM2A	ITM2A
RPL4	RPL4
TTC14	TTC14
ZWILCH	ZWILCH
PSMC6	PSMC6
INTS11	INTS11
PSEN2	PSEN2
CAPN15	CAPN15
GFRA4	GFRA4
SUGCT	SUGCT
GNPNAT1	GNPNAT1
DIAPH2	DIAPH2
SMAD6	SMAD6
PEX5L	PEX5L
SSTR4	SSTR4
ITPKC	ITPKB
CASKIN1	CASKIN1
NDUFAF5	NDUFAF5
GOLGA7	GOLGA7
DECR2	DECR2
ADAM33	ADAM33
GPAT4	GPAT4
MLST8	MLST8
FOXA2	FOXA2
NKX6-3	NKX6-3
BRICD5	BRICD5
RAB11FIP3	RAB11FIP3
PAX1	PAX1
TASP1	TASP1
E4F1	E4F1
SMAD3	SMAD3
ZDHHC4	ZDHHC4
BTRC	BTRC
CFAP65	CFAP65
KLHL4	KLHL4
GRID2IP	GRID2IP
FERMT2	FERMT2
USP13	USP13
FBXO41	FBXO41
NDUFB5	NDUFB5
CHPF	CHPF
MRPL47	MRPL47
ISM1	ISM1
XRN2	XRN2
AAGAB	AAGAB
SLC16A12	SLC16A12
FBXL2	FBXL2
CCT7	CCT7
DACH2	DACH2
MSS51	MSS51
SLC5A11	SLC5A11
ACTL6A	ACTL6A
BMP4	BMP4
PRADC1	PRADC1
CYP17A1	CYP17A1
GNB4	GNB4
SPTLC3	SPTLC3
UBP1	UBP1
MIS18BP1	MIS18BP1
IQCH	IQCH
ANK1	ANK1
BTBD3	BTBD3
BORCS7	BORCS7
GMPPA	GMPPA
CFAP70	CFAP70
FANCM	FANCM
SLC24A5	SLC24A5
JAG1	JAG1
RASSF2	RASSF2
RALGAPA2	RALGAPA2
USP48	USP48
MFN1	MFN1
OSCP1	OSCP1
SLX4IP	SLX4IP
CFAP61	CFAP61
PDCD4	PDCD4
ADPRHL2	ADPRS
PROM2	PROM2
ZNF711	ZNF711
ZNF639	ZNF639
ARHGAP17	ARHGAP17
PUSL1	PUSL1
POF1B	POF1B
MKKS	MKKS
CRNKL1	CRNKL1
HEYL	HEYL
RHOT2	RHOT2
PIK3CA	PIK3CA
SHOC2	SHOC2
RHBDL1	RHBDL1
DES	DES
DPYSL2	DPYSL2
APOOL	APOOL
FAM179B	PRPF39
MYEF2	MYEF2
CLASP2	CLASP2
ZMAT3	ZMAT3
STUB1	STUB1
NT5C1A	NT5C1A
GOT1	GOT1
LCMT1	LCMT1
SNAP25	SNAP25
ANKEF1	ANKEF1
AQP8	AQP8
JMJD8	JMJD8
FAM76A	FAM76A
DNPEP	DNPEP
BNIP3L	BNIP3L
SFXN5	SFXN5
WDR24	WDR24
CTXN2	CTXN2
CNNM1	CNNM1
AARS2	AARS2
PRKCB	PRKCB
CACNG3	CACNG3
ASIC4	ASIC4
HPSE2	HPSE2
MARCHF4	MARCHF4
NLGN3	NLGN3
PYGB	PYGB
ARPP21	ARPP21
SRBD1	SRBD1
C16orf72	HAPSTR1
LAMP5	LAMP5
SMC3	SMC3
SLC12A1	SLC12A1
STAC	STAC
PRKCE	PRKCE
MED12	MED12
TBL1XR1	TBL1XR1
FAM173A	ANTKMT
LRFN5	LRFN5
ABHD12	ABHD12
CCDC78	CCDC78
DCLK3	DCLK3
TMEM260	TMEM260
EXOC6B	EXOC6B
SLC15A2	SLC15A2
EPAS1	EPAS1
PELI2	PELI2
DUT	DUT
PLCB4	PLCB4
USP7	USP7
RHOQ	RHOQ
IGFALS	IGFALS
PIGF	PIGF
PPP2R5D	PPP2R5D
HSPBAP1	HSPBAP1
FOXO4	FOXO4
PPP2R2A	PPP2R2A
MEA1	MEA1
CRIPT	CRIPT
PLCB1	PLCB1
NUBP2	NUBP2
FBN1	FBN1
KLHDC3	KLHDC3
SCNN1D	SCNN1D
PIK3R4	PIK3R4
SPSB3	SPSB3
TMX4	TMX4
RBM20	RBM20
SEMA5B	SEMA5B
KTN1	KTN1
NAALADL2	NAALADL2
TLX1	TLX1
IGSF21	IGSF21
IQCB1	IQCB1
LMF1	LMF1
NLGN1	NLGN1
ATP2C1	ATP2C1
PPP1R13B	PPP1R13B
SLC7A3	SLC7A3
TIA1	TIA1
HAO1	HAO1
GNG13	GNG13
TBPL2	TBPL2
ATG14	ATG14
BMP2	BMP2
SLCO3A1	SLCO3A1
SPATA16	SPATA16
SOCS5	SOCS5
FERMT1	FERMT1
EAF2	EAF2
SEMA4G	SEMA4G
LRRN4	LRRN4
ECT2	ECT2
OGDH	OGDH
TEX11	TEX11
SEC22A	SEC22A
ST8SIA2	ST8SIA2
CCT4	CCT4
UBR2	UBR2
FAM161A	FAM161A
ADCY5	ADCY5
MFSD13A	MFSD13A
PCYOX1	PCYOX1
NCEH1	NCEH1
FAM174B	FAM174B
TNFSF10	TNFSF10
PRPH2	PRPH2
MRPL3	MRPL3
HACD2	HACD2
SNRPGP15	SNRPG
RGMA	RGMA
GHSR	GHSR
FBXO34	FBXO34
DTD1	DTD1
UBN1	UBN1
MRPL2	MRPL2
DLGAP5	DLGAP5
FAM136A	FAM136A
SEC23B	SEC23B
PTK7	PTK7
NARFL	CIAO3
FNDC3B	FNDC3B
RCC2	RCC2
PPL	PPL
GDPD2	GDPD2
SRF	SRF
POLR3F	POLR3F
LGALS3	LGALS3
GLTSCR1L	BICRAL
MCTP2	MCTP2
FAM43A	FAM43A
DZANK1	DZANK1
TRIM8	TRIM8
HTR2C	HTR2C
FAHD1	FAHD1
MAPK1IP1L	MAPK1IP1L
ARRDC4	ARRDC4
MYLK	MYLK
XDH	XDH
KAT14	KAT14
SEC14L5	SEC14L5
ESF1	ESF1
IL13RA2	IL13RA2
OVOL3	OVOL2
MRAS	MRAS
PKDCCA	PKDCC
ARL3	ARL3
MGME1	MGME1
MRPS16	MRPS16
SFXN2	SFXN2
PGPEP1L	PGPEP1L
SLC45A1	SLC45A1
SNX5	SNX5
MEIOB	MEIOB
ERRFI1	ERRFI1
RRBP1	RRBP1
EBF2	EBF2
PARK7	PARK7
HS3ST6	HS3ST6
IGF1R	IGF1R
FLRT3	FLRT3
SOCS4	SOCS4
PLS3	PLS3
SYNM	SYNM
EML4	EML4
TMEM177	TMEM177
NDUFB6	NDUFB6
UTS2	UTS2
DSTN	DSTN
PER3	PER3
GCH1	GCH1
KIAA0895	MATCAP2
VAMP3	VAMP3
LRRC28	LRRC28
TRAF5	TRAF5
RAB40C	RAB40C
PTPN4	PTPN4
WBP1L	WBP1L
EEPD1	EEPD1
SAMD4A	SAMD4A
WFIKKN1	WFIKKN1
RPL3L	RPL3L
CGRRF1	CGRRF1
MEF2A	MEF2A
KCNH1	KCNH1
NDUFB10	NDUFB10
SYNDIG1	SYNDIG1
EPB41L5	EPB41L5
ABCA3	ABCA3
RPS2	RPS2
KCTD9	KCTD9
GMFB	GMFB
CST7	CST7
TMEM17	TMEM17
TBL3	TBL3
EFEMP1	EFEMP1
ADAMTS17	ADAMTS17
GNRH1	GNRH1
APMAP	APMAP
SERTAD4	SERTAD4
SEPTIN7	SEPTIN7
CCDC85A	CCDC85A
ACSS1A	ACSS1
TCF7L2	TCF7L2
CAMTA1	CAMTA1
UGP2	UGP2
TTBK1	TTBK1
CNIH1	CNIH1
DOCK5	DOCK5
CERS3	CERS3
DNAJC11	DNAJC11
RALB	RALB
ACAD11	ACAD11
EEF2K	EEF2K
VPS54	VPS54
LINS1	LINS1
SLC22A7	SLC22A7
SYT14	SYT14
INHBB	INHBB
KLHL21	KLHL21
ACKR4	ACKR4
NEFL	NEFL
HABP2	HABP2
POLR3E	POLR3E
TTL	TTL
PELI3	PELI1
UBA5	UBA5
RBFOX1	RBFOX1
ASB7	ASB7
DIEXF	UTP25
POLR1B	POLR1B
MDGA2	MDGA2
NOL9	NOL9
MRPS10	MRPS10
GCK	GCK
RYBP	RYBP
IL20RB	IL20RB
THUMPD3	THUMPD3
TRERF1	TRERF1
ALDH1A3	ALDH1A3
ECE2	ECE2
NRAP	NRAP
LRRK1	LRRK1
GSG1L	GSG1L
IRAK2	IRAK2
SH3BGRL	SH3BGRL
TBX20	TBX20
KCNK2	KCNK2
AP2M1	AP2M1
DNAAF2	DNAAF2
CHSY1	CHSY1
TNFRSF25	TNFRSF25
CDR2	CDR2
CASP7	CASP7
REL	REL
PLEKHS1	PLEKHS1
KATNIP	KATNIP
PEX6	PEX6
METTL9	METTL9
LBX1	LBX1
GHRL	GHRL
POLD2	POLD2
TNS1	TNS1
BRWD3	BRWD3
DPY19L1	DPY19L1
GTF3C1	GTF3C1
SNRPA1	SNRPA1
PCSK6	PCSK6
POLR3K	POLR3K
OTOA	OTOA
PEX13	PEX13
NPSR1	NPSR1
STC1	STC1
POLE2	POLE2
POLL	POLL
KDELR2	KDELR2
KLHDC1	KLHDC1
FAM46D	TENT5D
DBNL	DBNL
DAGLB	DAGLB
PLEKHO2	PLEKHO2
BMPER	BMPER
ARHGAP36	ARHGAP36
RPS6KC1	RPS6KC1
H2AZ2	H2AZ2
KIAA1841	SANBR
DPCD	DPCD
ACOT7	ACOT7
IFT122	IFT122
RAC1	RAC1
KLHDC2	KLHDC2
PNPT1	PNPT1
GPR153	GPR153
RHO	RHO
ANGEL2	ANGEL2
PNKD	PNKD
ICMT	ICMT
ARF6	ARF6
PLXND1	PLXND1
RHBDF1	RHBDF1
RMND5A	RMND5A
VASH2	VASH2
PROK2	PROK2
SPG21	SPG21
SOS2	SOS2
ARPC2	ARPC2
MPG	MPG
CYTH3	CYTH3
SERTAD2	SERTAD2
RMI2	RMI2
SLC1A4	SLC1A4
TMC3	TMC3
SNRPB2	SNRPB2
STARD5	STARD5
NSL1	NSL1
SOCS1	SOCS1
CFAP161	CFAP161
CTAGE1	OTOR
JPT2	JPT2
MESDC1	TLNRD1
NT5C3A	NT5C3A
CHD5	CHD5
FKBP9	FKBP9
ADD2	ADD2
SMARCAL1	SMARCAL1
MAP4K5	MAP4K5
SLC25A26	SLC25A26
TMEM8A	PGAP6
MESDC2	MESD
USP34	USP34
ATF3	ATF3
KBTBD2	KBTBD2
MRPL28	MRPL28
GKN2	GKN2
CLEC16A	CLEC16A
ACTR3	ACTR3
LRIG1	LRIG1
CEMIP	CEMIP
ATL1	ATL1
HIPK3	HIPK3
DEXI	DEXI
DNAJC24	DNAJC24
SAV1	SAV1
ENTPD4	ENTPD4
AVL9	AVL9
TMEM87A	TMEM87A
DENND5A	DENND5A
TVP23A	TVP23A
GANC	GANC
NIN	NIN
SLC35F5	SLC35F5
CD93	CD93
TMEM206	PACC1
LSM5	LSM5
GPR39	GPR39
ZNF703	ZNF703
IMMP1L	IMMP1L
GRM7	GRM7
ABHD12B	ABHD12B
LMCD1	LMCD1
NCKAP5	NCKAP5
CAV3	CAV3
MGAT5	MGAT5
TGFB2	TGFB2
NUBP1	NUBP1
CAPN3	CAPN3
OXTR	OXTR
TMEM163	TMEM163
NCAPH	NCAPH
PYGL	PYGL
SCUBE2	SCUBE2
TEKT5	TEKT5
EMP2	EMP2
HHIPL2	HHIPL2
SNAP23	SNAP23
PPP2R5A	PPP2R5A
UNC5D	UNC5D
HSD17B12	HSD17B12
ACMSD	ACMSD
TRIM9	TRIM9
NFKBIE	NFKBIE
SLC35B2	SLC35B2
RAD18	RAD18
PDE1C	PDE1C
GLYR1	GLYR1
CCNT2	CCNT2
ALKBH3	ALKBH3
GRIN2A	GRIN2A
KCNAB2	KCNAB2
MAP3K19	MAP3K19
MICALL2	MICALL2
ANO3	ANO3
NPHP4	NPHP4
SRGAP3	SRGAP3
INTS1	INTS1
AJAP1	AJAP1
GNG2	GNG2
LRRC57	LRRC57
RAB3GAP1	RAB3GAP1
VPS37C	VPS37C
PRDM16	PRDM16
TMEM63B	TMEM63B
KBTBD8	KBTBD8
RTRAF	RTRAF
PPP1R17	PPP1R17
NID2	NID2
NEUROD6	NEUROD6
CCDC34	CCDC34
TMEM184A	TMEM184A
OTX2	OTX2
MMEL1	MMEL1
EIF4EBP1	EIF4EBP1
FANCD2OS	FANCD2OS
NPRL3	NPRL3
NUDT14	NUDT14
ZRANB3	ZRANB3
PANK4	PANK4
ADRA2A	ADRA2A
KCNU1	KCNU1
GPAM	GPAM
MRPS18A	MRPS18A
TECTB	TECTB
SUCLG2	SUCLG2
MAT2L2	MAT2A
ACSL5	ACSL5
R3HDM1	R3HDM1
ARNT2	ARNT2
RSPH9	RSPH9
DOK2	DOK2
EXT2	EXT2
FIBIN	FIBIN
FAH	FAH
ELFN1	ELFN1
ZDHHC6	ZDHHC6
ZFAND6	ZFAND6
BBOX1	BBOX1
LCT	LCT
BCL2A1	BCL2A1
JAG2	JAG2
MAD2L1BP	MAD2L1BP
MTHFS	MTHFS
PLCH2	PLCH2
MINAR1	MINAR1
ALX4	ALX4
MCM6	MCM6
MAD1L1	MAD1L1
CCDC14	CCDC14
TTC7A	TTC7A
BIN3	BIN3
SIX6	SIX6
VTI1A	VTI1A
LGR4	LGR4
PLEKHH1	PLEKHH1
MRM2	MRM2
MCFD2	MCFD2
PIGH	PIGH
DDB1	DDB1
ARG2	ARG2
NOC3L	NOC3L
LIN7C	LIN7C
CALM2	CALM2
KIF7	KIF7
ZFYVE26	ZFYVE26
KALRN	KALRN
TKFC	TKFC
FAM19A4	TAFA4
TICRR	TICRR
CYB561A3	CYB561A3
HTATSF1	HTATSF1
SNX8	SNX8
PKD2L1	PKD2L1
CEP170B	CEP170B
RHCG	RHCG
PPP1CB	PPP1CB
ZMIZ1	ZMIZ1
PLCE1	PLCE1
UMPS	UMPS
MARCHF8	MARCHF8
EIF3B	EIF3B
CHAC2	CHAC2
PLD4	PLD4
ITGB5	ITGB5
FSHR	FSHR
PLEK2	PLEK2
ERLIN1	ERLIN1
EOGT	EOGT
TLE3	TLE3
ADAM8	ADAM8
ATP6V1D	ATP6V1D
PEX10	PEX10
FOSL2	FOSL2
LOXL2	LOXL2
RER1	RER1
CHST12	CHST12
TMF1	TMF1
MPP5	PALS1
SKI	SKI
GRIFIN	GRIFIN
BDNF	BDNF
UACA	UACA
RBKS	RBKS
PRKCZ	PRKCZ
UBA3	UBA3
TMEM138	TMEM138
ARL6IP5	ARL6IP5
CPSF7	CPSF7
SLC4A1AP	SLC4A1AP
LMOD3	LMOD3
SUPT7L	SUPT7L
SDHAF2	SDHAF2
CLEC3B	CLEC3B
LRFN2	LRFN2
GPHN	GPHN
GABRD	GABRD
MOCS1	MOCS1
KIF15	KIF15
BRAT1	BRAT1
TMEM52	TMEM52
RPAP1	RPAP1
GNA12	GNA12
AKAP13	AKAP13
GNB1	GNB1
DAAM2	DAAM2
NAV2	NAV2
NADK	NADK
FRMD4B	FRMD4B
MGAT2	MGAT2
PDXDC1	PDXDC1
SNRNP200	SNRNP200
SHC4	SHC4
NTAN1	NTAN1
SECISBP2L	SECISBP2L
THOC7	THOC7
SLC35E2B	SLC35E2B
KCNK5	KCNK5
ABHD2	ABHD2
ATXN7	ATXN7
AXL	TYRO3
MFGE8	MFGE8
SYT7	SYT7
HAPLN3	HAPLN3
SORCS1	SORCS1
RRN3	RRN3
ACAN	ACAN
KCNG3	KCNG3
PSMD6	PSMD6
LEUTX	DBX1
XPNPEP1	XPNPEP1
RSL1D1	RSL1D1
MGA	MGA
MMP23A	MMP23B
VSTM4	VSTM4
PRICKLE2	PRICKLE2
DET1	DET1
MAPKBP1	MAPKBP1
DRGX	DRGX
ADD3	ADD3
JMJD7	JMJD7
PRMT3	PRMT3
C8orf4	TCIM
TM9SF3	TM9SF3
BMP10	BMP10
SLC6A5	SLC6A5
SLC35G1	SLC35G1
MIB2	MIB2
SV2B	SV2B
SLC25A37	SLC25A37
ADAMTS9	ADAMTS9
NOLC1	NOLC1
SSU72	SSU72
MTA3	MTA3
ELOVL3	ELOVL3
IDH2	IDH2
MAGI1	MAGI1
HEG1	HEG1
ADAMTS14	ADAMTS14
GALNT16	GALNT16
NELL1	NELL1
SNX29	SNX29
SEMA4B	SEMA4B
LGI1	LGI1
EHD4	EHD4
HAAO	HAAO
EXD2	EXD2
ZFP36L2	ZFP36L2
XPO7	XPO7
SHQ1	SHQ1
GXYLT2	GXYLT2
SGPL1	SGPL1
THADA	THADA
